iteration,expected_ns,actual_ns,jitter_ns
730,1245001616315634,1245001616325630,9996
731,1245001716315634,1245001716323431,7797
732,1245001816315634,1245001816325655,10021
733,1245001916315634,1245001916326752,11118
734,1245002016315634,1245002016325485,9851
735,1245002116315634,1245002116326897,11263
736,1245002216315634,1245002216326811,11177
737,1245002316315634,1245002316326721,11087
738,1245002416315634,1245002416326930,11296
739,1245002516315634,1245002516325676,10042
740,1245002616315634,1245002616325605,9971
741,1245002716315634,1245002716326331,10697
742,1245002816315634,1245002816325377,9743
743,1245002916315634,1245002916325473,9839
744,1245003016315634,1245003016326996,11362
745,1245003116315634,1245003116326259,10625
746,1245003216315634,1245003216325449,9815
747,1245003316315634,1245003316326342,10708
748,1245003416315634,1245003416326828,11194
749,1245003516315634,1245003516325528,9894
750,1245003616315634,1245003616325503,9869
751,1245003716315634,1245003716324413,8779
752,1245003816315634,1245003816325382,9748
753,1245003916315634,1245003916325471,9837
754,1245004016315634,1245004016325301,9667
755,1245004116315634,1245004116326847,11213
756,1245004216315634,1245004216326728,11094
757,1245004316315634,1245004316326662,11028
758,1245004416315634,1245004416325410,9776
759,1245004516315634,1245004516325717,10083
760,1245004616315634,1245004616325473,9839
761,1245004716315634,1245004716325655,10021
762,1245004816315634,1245004816325523,9889
763,1245004916315634,1245004916326584,10950
764,1245005016315634,1245005016324311,8677
765,1245005116315634,1245005116326333,10699
766,1245005216315634,1245005216326685,11051
767,1245005316315634,1245005316326514,10880
768,1245005416315634,1245005416325822,10188
769,1245005516315634,1245005516326347,10713
770,1245005616315634,1245005616325383,9749
771,1245005716315634,1245005716323563,7929
772,1245005816315634,1245005816326313,10679
773,1245005916315634,1245005916326542,10908
774,1245006016315634,1245006016325204,9570
775,1245006116315634,1245006116326914,11280
776,1245006216315634,1245006216326515,10881
777,1245006316315634,1245006316326763,11129
778,1245006416315634,1245006416327095,11461
779,1245006516315634,1245006516326650,11016
780,1245006616315634,1245006616325573,9939
781,1245006716315634,1245006716326474,10840
782,1245006816315634,1245006816325686,10052
783,1245006916315634,1245006916325671,10037
784,1245007016315634,1245007016327022,11388
785,1245007116315634,1245007116326488,10854
786,1245007216315634,1245007216326675,11041
787,1245007316315634,1245007316326490,10856
788,1245007416315634,1245007416326074,10440
789,1245007516315634,1245007516326541,10907
790,1245007616315634,1245007616325355,9721
791,1245007716315634,1245007716324608,8974
792,1245007816315634,1245007816325467,9833
793,1245007916315634,1245007916325414,9780
794,1245008016315634,1245008016325426,9792
795,1245008116315634,1245008116326946,11312
796,1245008216315634,1245008216326635,11001
797,1245008316315634,1245008316326598,10964
798,1245008416315634,1245008416326765,11131
799,1245008516315634,1245008516326676,11042
800,1245008616315634,1245008616325412,9778
801,1245008716315634,1245008716325556,9922
802,1245008816315634,1245008816325419,9785
803,1245008916315634,1245008916325515,9881
804,1245009016315634,1245009016326866,11232
805,1245009116315634,1245009116326290,10656
806,1245009216315634,1245009216325440,9806
807,1245009316315634,1245009316326412,10778
808,1245009416315634,1245009416326027,10393
809,1245009516315634,1245009516325541,9907
810,1245009616315634,1245009616326479,10845
811,1245009716315634,1245009716327067,11433
812,1245009816315634,1245009816326440,10806
813,1245009916315634,1245009916325448,9814
814,1245010016315634,1245010016326521,10887
815,1245010116315634,1245010116326648,11014
816,1245010216315634,1245010216326570,10936
817,1245010316315634,1245010316326755,11121
818,1245010416315634,1245010416326130,10496
819,1245010516315634,1245010516326869,11235
820,1245010616315634,1245010616326383,10749
821,1245010716315634,1245010716326525,10891
822,1245010816315634,1245010816325373,9739
823,1245010916315634,1245010916325502,9868
824,1245011016315634,1245011016324678,9044
825,1245011116315634,1245011116326366,10732
826,1245011216315634,1245011216325594,9960
827,1245011316315634,1245011316326454,10820
828,1245011416315634,1245011416326031,10397
829,1245011516315634,1245011516325498,9864
830,1245011616315634,1245011616326488,10854
831,1245011716315634,1245011716324645,9011
832,1245011816315634,1245011816325349,9715
833,1245011916315634,1245011916325523,9889
834,1245012016315634,1245012016325332,9698
835,1245012116315634,1245012116326728,11094
836,1245012216315634,1245012216326735,11101
837,1245012316315634,1245012316326676,11042
838,1245012416315634,1245012416326855,11221
839,1245012516315634,1245012516325580,9946
840,1245012616315634,1245012616326583,10949
841,1245012716315634,1245012716325572,9938
842,1245012816315634,1245012816325548,9914
843,1245012916315634,1245012916325544,9910
844,1245013016315634,1245013016327039,11405
845,1245013116315634,1245013116326350,10716
846,1245013216315634,1245013216325610,9976
847,1245013316315634,1245013316326490,10856
848,1245013416315634,1245013416325958,10324
849,1245013516315634,1245013516325602,9968
850,1245013616315634,1245013616325568,9934
851,1245013716315634,1245013716323281,7647
852,1245013816315634,1245013816326612,10978
853,1245013916315634,1245013916325537,9903
854,1245014016315634,1245014016325551,9917
855,1245014116315634,1245014116326865,11231
856,1245014216315634,1245014216326609,10975
857,1245014316315634,1245014316326685,11051
858,1245014416315634,1245014416326920,11286
859,1245014516315634,1245014516327345,11711
860,1245014616315634,1245014616323575,7941
861,1245014716315634,1245014716327139,11505
862,1245014816315634,1245014816327445,11811
863,1245014916315634,1245014916327152,11518
864,1245015016315634,1245015016354824,39190
865,1245015116315634,1245015116325808,10174
866,1245015216315634,1245015216326620,10986
867,1245015316315634,1245015316325687,10053
868,1245015416315634,1245015416326996,11362
869,1245015516315634,1245015516326689,11055
870,1245015616315634,1245015616326573,10939
871,1245015716315634,1245015716328671,13037
872,1245015816315634,1245015816326696,11062
873,1245015916315634,1245015916326887,11253
874,1245016016315634,1245016016324492,8858
875,1245016116315634,1245016116326700,11066
876,1245016216315634,1245016216326607,10973
877,1245016316315634,1245016316323794,8160
878,1245016416315634,1245016416324766,9132
879,1245016516315634,1245016516326382,10748
880,1245016616315634,1245016616326426,10792
881,1245016716315634,1245016716326597,10963
882,1245016816315634,1245016816326440,10806
883,1245016916315634,1245016916326636,11002
884,1245017016315634,1245017016326702,11068
885,1245017116315634,1245017116326536,10902
886,1245017216315634,1245017216326754,11120
887,1245017316315634,1245017316326666,11032
888,1245017416315634,1245017416326554,10920
889,1245017516315634,1245017516326492,10858
890,1245017616315634,1245017616326544,10910
891,1245017716315634,1245017716323892,8258
892,1245017816315634,1245017816326448,10814
893,1245017916315634,1245017916325128,9494
894,1245018016315634,1245018016326938,11304
895,1245018116315634,1245018116326837,11203
896,1245018216315634,1245018216326688,11054
897,1245018316315634,1245018316326574,10940
898,1245018416315634,1245018416326742,11108
899,1245018516315634,1245018516326792,11158
900,1245018616315634,1245018616326732,11098
901,1245018716315634,1245018716322803,7169
902,1245018816315634,1245018816326583,10949
903,1245018916315634,1245018916326800,11166
904,1245019016315634,1245019016322390,6756
905,1245019116315634,1245019116326798,11164
906,1245019216315634,1245019216326715,11081
907,1245019316315634,1245019316326945,11311
908,1245019416315634,1245019416327276,11642
909,1245019516315634,1245019516326854,11220
910,1245019616315634,1245019616326895,11261
911,1245019716315634,1245019716327058,11424
912,1245019816315634,1245019816326771,11137
913,1245019916315634,1245019916324039,8405
914,1245020016315634,1245020016326600,10966
915,1245020116315634,1245020116326731,11097
916,1245020216315634,1245020216326619,10985
917,1245020316315634,1245020316326889,11255
918,1245020416315634,1245020416326985,11351
919,1245020516315634,1245020516330054,14420
920,1245020616315634,1245020616326407,10773
921,1245020716315634,1245020716326491,10857
922,1245020816315634,1245020816326637,11003
923,1245020916315634,1245020916326402,10768
924,1245021016315634,1245021016321464,5830
925,1245021116315634,1245021116326695,11061
926,1245021216315634,1245021216326817,11183
927,1245021316315634,1245021316326985,11351
928,1245021416315634,1245021416326829,11195
929,1245021516315634,1245021516326787,11153
930,1245021616315634,1245021616326584,10950
931,1245021716315634,1245021716326847,11213
932,1245021816315634,1245021816326579,10945
933,1245021916315634,1245021916326767,11133
934,1245022016315634,1245022016324356,8722
935,1245022116315634,1245022116326795,11161
936,1245022216315634,1245022216326660,11026
937,1245022316315634,1245022316326679,11045
938,1245022416315634,1245022416328156,12522
939,1245022516315634,1245022516327403,11769
940,1245022616315634,1245022616326951,11317
941,1245022716315634,1245022716326959,11325
942,1245022816315634,1245022816326629,10995
943,1245022916315634,1245022916322527,6893
944,1245023016315634,1245023016331169,15535
945,1245023116315634,1245023116323264,7630
946,1245023216315634,1245023216326485,10851
947,1245023316315634,1245023316326678,11044
948,1245023416315634,1245023416326666,11032
949,1245023516315634,1245023516326712,11078
950,1245023616315634,1245023616326643,11009
951,1245023716315634,1245023716326575,10941
952,1245023816315634,1245023816326798,11164
953,1245023916315634,1245023916326763,11129
954,1245024016315634,1245024016326869,11235
955,1245024116315634,1245024116326866,11232
956,1245024216315634,1245024216327195,11561
957,1245024316315634,1245024316327427,11793
958,1245024416315634,1245024416327446,11812
959,1245024516315634,1245024516327214,11580
960,1245024616315634,1245024616327141,11507
961,1245024716315634,1245024716327176,11542
962,1245024816315634,1245024816326870,11236
963,1245024916315634,1245024916324382,8748
964,1245025016315634,1245025016327148,11514
965,1245025116315634,1245025116326784,11150
966,1245025216315634,1245025216324707,9073
967,1245025316315634,1245025316326617,10983
968,1245025416315634,1245025416324989,9355
969,1245025516315634,1245025516326596,10962
970,1245025616315634,1245025616326760,11126
971,1245025716315634,1245025716326592,10958
972,1245025816315634,1245025816326933,11299
973,1245025916315634,1245025916326904,11270
974,1245026016315634,1245026016326611,10977
975,1245026116315634,1245026116327073,11439
976,1245026216315634,1245026216326727,11093
977,1245026316315634,1245026316324802,9168
978,1245026416315634,1245026416324041,8407
979,1245026516315634,1245026516327096,11462
980,1245026616315634,1245026616323873,8239
981,1245026716315634,1245026716326883,11249
982,1245026816315634,1245026816326709,11075
983,1245026916315634,1245026916326743,11109
984,1245027016315634,1245027016326631,10997
985,1245027116315634,1245027116326761,11127
986,1245027216315634,1245027216326826,11192
987,1245027316315634,1245027316326785,11151
988,1245027416315634,1245027416326847,11213
989,1245027516315634,1245027516326686,11052
990,1245027616315634,1245027616326843,11209
991,1245027716315634,1245027716326610,10976
992,1245027816315634,1245027816326559,10925
993,1245027916315634,1245027916326540,10906
994,1245028016315634,1245028016326820,11186
995,1245028116315634,1245028116327118,11484
996,1245028216315634,1245028216326977,11343
997,1245028316315634,1245028316324714,9080
998,1245028416315634,1245028416326885,11251
999,1245028516315634,1245028516324465,8831
